startup_name_in_which_venture_capital_fund_invested,startup_website_url_in_which_venture_capital_fund_invested,startup_solution_in_which_venture_capital_fund_invested,venture_capital_fund_name,venture_capital_fund_website_url,venture_capital_fund_linkedin_url,venture_capital_fund_investment_industries,venture_capital_fund_investment_stages,venture_capital_fund_analyst_name,venture_capital_fund_analyst_linkedin_url
Newmetrix,https://www.newmetrix.com/,"Newmetrix is a startup that offers predictive analytics solutions to help companies reduce risks, especially in the field of safety incidents. The company believes that engaged teams are safer, and they use AI-powered products to measure, predict, and prevent safety incidents. The suite of products includes Safety Observations, Safety Monitoring, and Predictive Analytics. These products facilitate more conversations in the field, create new conversations based on existing data, and predict incidents before they occur, respectively. By using these products, companies can reduce recordable incident rates, save time, and money as well as negotiate better insurance terms. Newmetrix is trusted by industry leaders and has moved to Oracle.",Compass Diversified (NYSE: CODI),https://www.companyon.vc/,http://www.linkedin.com/company/cholla-petroleum-inc-,-,Post-Seed Stage,William Counselman,http://www.linkedin.com/in/kristal-hamilton-1037235a
Companyon Ventures,https://companyon.vc/about/approach/,"Companyon is a venture capital firm that invests in post-seed B2B software startups that have at least $1M in ARR and are transitioning from product-market fit to go-to-market fit. The firm provides an immersive operational experience to its portfolio companies, helping them strategize and execute in areas such as marketing, sales, data modeling, fundraising, and recruiting. After building the necessary GTM operations, the firm curates and qualifies Series A/B VCs and venture debt providers to help startups raise follow-on capital. Companyon is highly selective, investing in only 3-5 companies per year, and provides an unfair advantage to startups through its experienced team, community, and resources.",Compass Diversified (NYSE: CODI),https://www.companyon.vc/,http://www.linkedin.com/company/cholla-petroleum-inc-,-,Post-Seed Stage,William Counselman,http://www.linkedin.com/in/kristal-hamilton-1037235a
ENDVR,https://www.endvr.io/,"ENDVR is a startup aiming to solve the problem of engaging front line employees and turning them into brand ambassadors through digital sales competitions and learning missions. Their app offers a platform for brands to create and share various missions such as sales contests, marketing promotions, and data gathering surveys to the sales associates and gather real-time visibility of success. Upon completion, the employee is rewarded with real cash and exclusive access to discounted product. With the aim of benefiting both brands and retailers, ENDVR motivates the employees to improve their selling skills and increases the retailer's profit.",Compass Diversified (NYSE: CODI),https://www.companyon.vc/,http://www.linkedin.com/company/cholla-petroleum-inc-,-,Post-Seed Stage,William Counselman,http://www.linkedin.com/in/kristal-hamilton-1037235a
Repsly,https://www.repsly.com/,"Repsly helps retail businesses to optimize their field teams' productivity by providing data-driven insights on retail execution and sales performance. It helps teams to adjust their priorities quickly and respond to changes in retail conditions, such as pricing audits, distribution delays, and product recalls. With Repsly, businesses can control execution at the shelf and get more out of their field teams by optimizing scheduling and territory coverage. Repsly enhances visibility on execution and sales performance and helps businesses to achieve more with less.",Compass Diversified (NYSE: CODI),https://www.companyon.vc/,http://www.linkedin.com/company/cholla-petroleum-inc-,-,Post-Seed Stage,William Counselman,http://www.linkedin.com/in/kristal-hamilton-1037235a
WorkRails,https://www.workrails.com/,"WorkRails is solving the problem of time-consuming and manual efforts involved in creating proposals and statements of work for businesses. By automating the process, WorkRails reduces errors and streamlines the sales process. Their platform allows sales teams to quickly create custom proposals and statements of work, reducing the time it takes to provide services to customers. WorkRails also helps to ensure consistency across different systems, which promotes the smooth operation of the business. Overall, their software helps businesses grow by increasing efficiencies, reducing cycle time, and generating revenue.",Compass Diversified (NYSE: CODI),https://www.companyon.vc/,http://www.linkedin.com/company/cholla-petroleum-inc-,-,Post-Seed Stage,William Counselman,http://www.linkedin.com/in/kristal-hamilton-1037235a
Bento,https://bento.net/,"Bento is a startup that provides a modern and streamlined dental benefit experience through its patented end-to-end dental benefit platform. They customize dental plans for employer groups, dental insurance companies, DSOs, associations, TPAs, and health shares. With Bento, dental plan members can benefit from transparent pricing, real-time cloud-based adjudication for instant payments, and no surprise bills. They also offer hands-on support for every client by providing 24/7 member support, enrollment education, benefit/plan building, and ERIS integrations. Additionally, users can easily find a Bento dentist near them by searching using their location settings. Bento's goal is to offer better dental benefits to everyone.",Compass Diversified (NYSE: CODI),https://www.companyon.vc/,http://www.linkedin.com/company/cholla-petroleum-inc-,-,Post-Seed Stage,William Counselman,http://www.linkedin.com/in/kristal-hamilton-1037235a
AaDya.,https://www.aadyasecurity.com/,"AaDya is a cybersecurity startup that provides an all-in-one, AI-powered security platform called Judy, designed to meet the unique needs of SMBs. Judy helps SMBs stay secure and compliant with effortless access to easy-to-use framework mapping tools. It delivers everything needed to protect the brand, customers, and the bottom line of SMBs using the latest AI and machine-learning technology. Judy works 24/7 across all devices to secure sensitive company and customer information and provides affordable, all-in-one protection for data, passwords, and devices. SMBs can partner with AaDya to protect their customers' data and train end-users on how to take advantage of their affordable, user-friendly cybersecurity solution.",Compass Diversified (NYSE: CODI),https://www.companyon.vc/,http://www.linkedin.com/company/cholla-petroleum-inc-,-,Post-Seed Stage,William Counselman,http://www.linkedin.com/in/kristal-hamilton-1037235a
Acast,https://www.acast.com/,"Acast aims to solve the problem of creating, hosting, promoting, analyzing, and monetizing a podcast for people or businesses who are interested in podcasting. Acast offers a complete package including tools to create and publish, promote, analyze, and monetize a podcast. It helps podcasters host and distribute their podcast on every platform including Apple Podcasts, Spotify, and Amazon Music, providing insights and data for faster, smarter decisions to find and grow their audience. Acast offers its users access to Podcastle to create their podcast episodes, right from their web browser. The company's goal is to help creators maximize the full potential of their podcast.",Compass Diversified (NYSE: CODI),https://www.companyon.vc/,http://www.linkedin.com/company/cholla-petroleum-inc-,-,Post-Seed Stage,William Counselman,http://www.linkedin.com/in/kristal-hamilton-1037235a
Compass Diversified,https://compassdiversified.com/about-us/,The context provided does not give any information about the startup or user problems it is solving.,Compass Group Equity Partners,https://www.compassdiversified.com/,http://www.linkedin.com/company/cicada-capital,Digital Marketing,IPO Stage,Alice Huang,http://www.linkedin.com/in/max-iva-357a76237
FOX Factory Holding Corp.,https://compassdiversified.com/our-companies/case-studies/fox-factory/,The context does not provide information on what user problems Fox Factory is solving.,Compass Group Equity Partners,https://www.compassdiversified.com/,http://www.linkedin.com/company/cicada-capital,Digital Marketing,IPO Stage,Alice Huang,http://www.linkedin.com/in/max-iva-357a76237
Compass Diversified (previously known as Transamerica Auto Parts),https://compassdiversified.com/codi_ceos/miller/,"The startup or company mentioned in the context is not focused on solving any user problems. The context only provides information about the work experience of Dan Miller, the current CEO and President of Arnold Magnetic Technologies Corporation, and his previous work experiences in other companies.",Compass Group Equity Partners,https://www.compassdiversified.com/,http://www.linkedin.com/company/cicada-capital,Digital Marketing,IPO Stage,Alice Huang,http://www.linkedin.com/in/max-iva-357a76237
5.11 Tactical,https://compassdiversified.com/codi_ceos/morales/,"Francisco Morales, who holds an MBA in International Business, helped establish the private label division of Dick's Sporting Goods before joining Royal Robbins in 2002. Later, he co-founded Invigour8 Trading Co. and was instrumental in the success of 5.11 Tactical after the company was spun off as a separate entity from Royal Robbins in 2003. However, there is no clear indication of what user problems the startup is solving.",Compass Group Equity Partners,https://www.compassdiversified.com/,http://www.linkedin.com/company/cicada-capital,Digital Marketing,IPO Stage,Alice Huang,http://www.linkedin.com/in/max-iva-357a76237
Manitoba Harvest,https://compassdiversified.com/our-companies/case-studies/manitoba-harvest/,"Manitoba Harvest is a pioneer and global leader in hemp-based foods, which aims to raise awareness of hemp as a super-food and its nutritional benefits. They have a strong and passionate consumer following and operate as the world's largest vertically-integrated hemp food manufacturer. Under the previous owner Compass Diversified's ownership Manitoba Harvest was able to invest heavily in sales, marketing, and R&D, which resulted in increased consumer awareness by ~100% and the launch of multiple new products including protein powders, bars, granola, and CBD. Tilray Inc. acquired Manitoba Harvest to operate as a wholly-owned subsidiary, leveraging the Tilray team's global cannabis industry expertise and other strategic partners.",Compass Group Equity Partners,https://www.compassdiversified.com/,http://www.linkedin.com/company/cicada-capital,Digital Marketing,IPO Stage,Alice Huang,http://www.linkedin.com/in/max-iva-357a76237
Mays & Schnapp Neurospine and Pain,https://www.maysandschnapp.com,"This startup provides pain management services for patients with acute or chronic pain. They have a team of pain management physicians who specialize in diagnosis and treatment for conditions such as general pain, back pain, neck pain, leg pain, arm pain, pain from arthritis of the spine, and many others. They offer a comprehensive, individualized plan to alleviate a patient's discomfort. They use a broad range of advanced interventional procedures and therapies which include Nerve Blocks, Epidurals, Spinal Cord Stimulator, Joint Injections, Trigger Point Injections, Peripheral Nerve Stimulator, Clinical Therapy, Facet Injections, Physical Therapy, Radiofrequency Ablation, and Psychological Therapy. They also offer a multidisciplinary strategy that includes a combination of therapies working together to address the patient's pain and provide maximum benefit and pain relief.",Comvest Partners,https://www.cgep.com/,http://www.linkedin.com/company/cincytech-usa,Healthcare,-,Dominic Tocco,http://www.linkedin.com/in/labanz
Mearthane Products Corporate,https://www.mearthane.com,The context does not provide information about a startup solving user problems.,Comvest Partners,https://www.cgep.com/,http://www.linkedin.com/company/cincytech-usa,Healthcare,-,Dominic Tocco,http://www.linkedin.com/in/labanz
EPIC Systems,https://www.epicsysinc.com,"The startup EPIC Systems is providing turnkey solutions for modular process systems, pilot plants, machine vision systems, advanced automation, and integrated packaging lines. Their services are aimed at manufacturing industries who require reliable manufacturing systems to improve their bottom line. EPIC Systems have a reputation for quality, design, and value. They hire engineers, craftspeople, and staff who have a passion for industrial plants and their challenges. Their mission is to deliver what they promised and only provide solutions that make their clients, vendors, and company proud.",Comvest Partners,https://www.cgep.com/,http://www.linkedin.com/company/cincytech-usa,Healthcare,-,Dominic Tocco,http://www.linkedin.com/in/labanz
KGM,https://kgmgas.com/about.asp,"The startup is a warehouse that provides various products, primarily regulation and measurement products related to the natural gas industry. They have been operating for over 40 years, and their warehouse expands over 95,000 square feet with service centers. The startup offers an array of services such as technical support, product training, meter repair, and meter proving to provide unique solutions to natural gas regulation and measurement opportunities. The startup has committed to maintaining high levels of inventory to allow for immediate shipment of products. The primary user problem that this startup is solving is the availability of quality regulation and measurement products and superior support to meet the immediate needs of the natural gas industry.",Comvest Partners,https://www.cgep.com/,http://www.linkedin.com/company/cincytech-usa,Healthcare,-,Dominic Tocco,http://www.linkedin.com/in/labanz
New Age Medical,https://newagemedical.com/,"New Age Medical aims to provide a full-service solution to surgeons and healthcare systems, with a focus on delivering unparalleled customer service, innovative technology, and strategic partnerships. They strive to make a noticeable impact on the technology and costs associated with spinal surgery to ensure the best possible patient outcomes. By leveraging decades of industry experience, they identify best in class products and offer a portfolio to their customers and distributors. They provide significant value to their stakeholders, which includes the surgeons who use their products, the manufacturers who make their products, the hospitals and ASCs who buy their products, and the distributors that sell their products. Their mission is to offer unique clinical and economic solutions to the customers' needs. In summary, New Age Medical solves the problem of providing a comprehensive and cost-effective solution to spinal surgery needs while maintaining high standards of product quality and customer service.",Comvest Partners,https://www.cgep.com/,http://www.linkedin.com/company/cincytech-usa,Healthcare,-,Dominic Tocco,http://www.linkedin.com/in/labanz
CareVet,https://www.carevethealth.com,"The startup, CareVet, is solving the problems of veterinary hospitals and clinics and veterinary professionals by offering support and benefits to its team members through its Whole Person Approach. CareVet invests in the team members' continuous education, offers mental health support, revenue sharing, a living wage of at least $15 per hour, robust benefit packages, and growth opportunities tailored to their career journeys. The startup aims to provide a better quality of life and assist in the personal and professional development of its team members. CareVet values its team members and believes that great medicine starts with great teams.",Comvest Partners,https://www.cgep.com/,http://www.linkedin.com/company/cincytech-usa,Healthcare,-,Dominic Tocco,http://www.linkedin.com/in/labanz
Pacesetter Health,https://pacesetter-health.com,"Pacesetter Health is a practice management group that partners with lower extremity healthcare clinics throughout the US to reduce the back-office burden placed on independent doctors, which enables physicians to provide the highest quality of care, reduce practice expenses and grow collections. They provide expertise and financial means to enhance infrastructure, grow business, and expand into underserved communities. Their operating model emphasizes collaboration among physicians to share best practices and improve the quality of care and growth of all practices. Physicians partnered with Pacesetter Health can focus on providing the best possible care to their patients while building a profitable business with better stability and opportunities for staff. Through their partnerships, Pacesetter Health creates greater stability and opportunities for staff and allows doctors to provide the absolute best lower extremity care with cutting-edge resources and technology.",Comvest Partners,https://www.cgep.com/,http://www.linkedin.com/company/cincytech-usa,Healthcare,-,Dominic Tocco,http://www.linkedin.com/in/labanz
Florida Energy Water & Air,https://www.myfewa.com,"Florida Energy Water & Air is solving the customer problems of high energy bills, bad-tasting water, and dry skin and dull, lifeless hair, quickly fading clothes, spotty dishes and glassware, and much more by improving homes’ energy efficiency and its water and air quality. The company offers solar energy, water treatment, air conditioning, insulation, and air purification services to maximize homeowners’ comfort and enjoyment at home. FEWA also provides same-day A/C replacement and service. Their water conditioners, drinking water filter systems, and whole-house filters from RainSoft combat hard water problems and make drinking water taste better, leave hair and skin softer, protect water-using appliances, and much more. The company also offers financing options to the homeowners with approved credit.",Comvest Partners,https://www.cgep.com/,http://www.linkedin.com/company/cincytech-usa,Healthcare,-,Dominic Tocco,http://www.linkedin.com/in/labanz
Tipton Mills Foods,https://www.tiptonmills.com,"Tipton Mills Foods is providing food and beverage solutions with a focus on nutritional value, convenience, and indulgence. They offer research and development, private labeling, innovative packaging, and quality control services for their customers. Their functional powders are engineered to cater to customer needs, and they aim to exceed customer expectations for quality, satisfaction, and food safety. Tipton Mills Foods is committed to providing tailored solutions in an efficient timeline using their 11 packaging lines and expertise in functional powder manufacturing. They provide high-quality food and beverage pouches, sticks, cans, and jars that offer a convenient solution to brands and consumers.",Comvest Partners,https://www.cgep.com/,http://www.linkedin.com/company/cincytech-usa,Healthcare,-,Dominic Tocco,http://www.linkedin.com/in/labanz
ADT Solar,https://www.gosunpro.com,ADT Solar Energy Specialist offers a solar panel solution for homeowners. They will contact the customer to schedule an estimate and determine if solar energy is right for the customer. ADT Solar aims to help customers save on their budget and protect the environment with their solar solutions. Customers can calculate their potential savings with ADT Solar's solar calculator. They also offer leading industry warranties such as their Power Production Guarantee to protect the customer's investment. The startup aims to empower homeowners to control their home's energy with the energy of the future.,Comvest Partners,https://www.cgep.com/,http://www.linkedin.com/company/cincytech-usa,Healthcare,-,Dominic Tocco,http://www.linkedin.com/in/labanz
AvantStay,https://avantstay.com/,"AvantStay provides short-term rental experiences in various destinations and offers homes catered to large groups of friends and families. They also offer hospitality services at customers' fingertips via their app to connect guests with a personal concierge and enhance their stay with add-on services. They prioritize their guests' safety by providing CDC-compliant cleaning. AvantStay also offers real estate services to those who want to buy, sell or broker their own vacation homes.",coparion,https://www.convivialite-ventures.com/,http://www.linkedin.com/company/cntrcapital,"E-commerce, Food and Beverage, Marketing and Business Development",-,Rajiv Toillon,http://www.linkedin.com/in/weiliang-zhang-122349209
Zola,https://www.zola.com/,"This startup aims to solve the problem of wedding planning by offering a convenient and customizable all-in-one platform for couples. They provide a range of tools and services to help with various aspects of wedding planning, including virtual exchanges, smart seating charts, vendor search, invitations and paper designs, registries, and free wedding websites. They also offer expert advisory services from Team-Z and pre-screened vendor recommendations to ensure a seamless and enjoyable wedding planning experience. Additionally, they provide group gifting and web accessibility to make it easier for guests to contribute and participate in the wedding. The goal is to simplify wedding planning by providing everything in one place and empowering couples to plan the wedding they want.",coparion,https://www.convivialite-ventures.com/,http://www.linkedin.com/company/cntrcapital,"E-commerce, Food and Beverage, Marketing and Business Development",-,Rajiv Toillon,http://www.linkedin.com/in/weiliang-zhang-122349209
Fever,https://feverup.com/,"Fever is solving the problem of finding exciting events and activities to do in the city. Its curated list of the most appealing experiences provides personalized options for concerts, nightlife, culture, pop-ups, and much more. The app covers several top cities in the world such as Madrid, New York, London, Paris, Barcelona and Los Angeles. With more than 10,000 available experiences, Fever delivers events that are in high demand and curated to meet users' interest. The company also helps event organizers reach millions of people in the local community who are looking to discover what the city has to offer. The app is highly rated and one of the most used event entertainment industry apps, with easy options to personalize by location and experience.",coparion,https://www.convivialite-ventures.com/,http://www.linkedin.com/company/cntrcapital,"E-commerce, Food and Beverage, Marketing and Business Development",-,Rajiv Toillon,http://www.linkedin.com/in/weiliang-zhang-122349209
IGP.com,https://www.joinventures.com/,"IGP.com is a startup that builds digital-first brands and provides hyper-personalized experiences to consumers. They leverage their proprietary technology and logistics to fuel growth through consumer delight. The startup's goal is to make the world simple and joyful, and they do so by using strong consumer insights powered by AI and analytics. Their brands include IGP, a digital platform that enables consumers to celebrate every special moment, Interflora, a floral services company, and Giftech, a rewards and recognition partner for corporations. Additionally, they are creating a direct-to-consumer brand for indulgent foods, aiming to become India's leading D2C brand.",coparion,https://www.convivialite-ventures.com/,http://www.linkedin.com/company/cntrcapital,"E-commerce, Food and Beverage, Marketing and Business Development",-,Rajiv Toillon,http://www.linkedin.com/in/weiliang-zhang-122349209
Colvin,https://www.thecolvinco.com/es,"Startup Colvin aims to solve the problem of receiving flowers that are not fresh and do not last long due to traveling long distances. To guarantee fresh and long-lasting flowers, Colvin works directly with farmers, with over 85% of their flowers coming straight from the field and not traveling more than 5 days total. They also offer a wide selection of plants that are easy to care for, suitable for different spaces and even pet-friendly. By working directly with the farmers, Colvin ensures fair prices for them, reducing waste by 30% and offering quick shipping. Colvin makes it easy and convenient to give the gift of nature to loved ones or decorate any space.",coparion,https://www.convivialite-ventures.com/,http://www.linkedin.com/company/cntrcapital,"E-commerce, Food and Beverage, Marketing and Business Development",-,Rajiv Toillon,http://www.linkedin.com/in/weiliang-zhang-122349209
Common,https://www.common.com/,"Common is a co-living company that provides fully furnished suites and private apartments for members with ultra-modern appliances and furnishings. Members can reserve a room while undergoing a background check, with a lease being signed if everything checks out. The coliving suites have the option for members to rent private ensuite bathrooms or share a bathroom with another person. Common's website provides on-demand property management, access to discounts at local and national brands, keyless entry, Smart TVs, on-site laundry and other amenities. The coliving members also have access to regular cleanings of shared spaces, utilities, WiFi, household essentials, and a private furnished bedroom with a beautifully furnished shared suite.",coparion,https://www.convivialite-ventures.com/,http://www.linkedin.com/company/cntrcapital,"E-commerce, Food and Beverage, Marketing and Business Development",-,Rajiv Toillon,http://www.linkedin.com/in/weiliang-zhang-122349209
Dharma,https://www.seekdharma.com/,"Dharma is a startup that offers a platform to book and host trips with a focus on passions, from wellness to adventure and sports. The trips are designed with passion and expertise. They connect like-minded communities to make it easy to connect and offer easy booking and guest support. The startup aims to help people find their passion while traveling and offers various categories such as cycling, surfing, football, wine, and mindfulness. Dharma offers guests transparency and trust, with industry-defining transparency and support. The startup has hosted various trips worldwide, such as those in Spain for football lovers.",coparion,https://www.convivialite-ventures.com/,http://www.linkedin.com/company/cntrcapital,"E-commerce, Food and Beverage, Marketing and Business Development",-,Rajiv Toillon,http://www.linkedin.com/in/weiliang-zhang-122349209
Startup name: ????????.,http://home.summerfarm.net/,"Startup Xianmu aims to provide a one-stop supply chain solution for the leisure catering industry to build a commercial body that can serve a billion people. They offer a platform for purchasing, digitizing supply chain management, and customized R&D, and are available in over 120 major cities nationwide, covering 30W+ merchants, as well as providing more detailed services. Xianmu strives to create a green, healthy, and balanced diet by focusing on food technology and health ingredients. The company aims to promote and popularize new healthy foods such as no added, low GI, high-quality vitamins, and protein, which could benefit the health and nutrition status of people. Additionally, Xianmu invests in a low GI healthy food brand called Slow Sugar House to offer professional, tasty, and certified healthy foods for users concerned about their blood sugar health.",coparion,https://www.convivialite-ventures.com/,http://www.linkedin.com/company/cntrcapital,"E-commerce, Food and Beverage, Marketing and Business Development",-,Rajiv Toillon,http://www.linkedin.com/in/weiliang-zhang-122349209
Streetbees,https://www.streetbees.com/,"Streetbees is a human intelligence platform that helps companies uncover customer insights by capturing real-life moments and behavior at the moment of truth. The platform offers AI-powered analysis of real-life observations, emotions, and contexts that drive customer decisions. Streetbees also provides consumer closeness at scale by giving access to rich data with photos and videos from millions of consumers around the world. By using the platform's Always ON feature, clients can extract full context and emotions that inform consumer choices. The Cost of Living Monitor launched by Streetbees helps CPG brands combat inflation by observing consumer spend shifts.",coparion,https://www.convivialite-ventures.com/,http://www.linkedin.com/company/cntrcapital,"E-commerce, Food and Beverage, Marketing and Business Development",-,Rajiv Toillon,http://www.linkedin.com/in/weiliang-zhang-122349209
Atmosfy,https://atmosfy.io/,"The startup aims to solve the problem of finding new and exciting restaurants to visit by providing an engaging app that offers videos of food and restaurants instead of just still pictures. The app is designed to make it easier for users to explore new neighborhoods and restaurants, as well as to see reviews from other customers through real videos of their food and experience. By making it easier to discover and explore new places to eat, the startup hopes to inspire others to visit and support restaurants everywhere. There is no information available about any other user problems that this startup is solving.",coparion,https://www.convivialite-ventures.com/,http://www.linkedin.com/company/cntrcapital,"E-commerce, Food and Beverage, Marketing and Business Development",-,Rajiv Toillon,http://www.linkedin.com/in/weiliang-zhang-122349209
Peerspace,https://www.peerspace.com/,"Peerspace is a platform that offers a space rental service for various activities, such as photoshoots, meetings, birthdays, weddings, and music videos. It allows users to browse and book unique spaces for their events or shoots, including professionally equipped studios, unconventional rooms, and residences. The platform lists locations in major cities across the US, the UK, Canada, Australia, Spain, France, and Germany. Peerspace provides an opportunity for space owners to make extra income by listing their places for personal and professional gatherings. The company emphasizes the endless possibilities of its service and the exceptional experiences it offers to its customers.",coparion,https://www.convivialite-ventures.com/,http://www.linkedin.com/company/cntrcapital,"E-commerce, Food and Beverage, Marketing and Business Development",-,Rajiv Toillon,http://www.linkedin.com/in/weiliang-zhang-122349209
Hasty.ai,https://hasty.ai/,"Hasty is a startup that aims to make building and deploying vision AI applications faster and more reliable for companies with unique data. They provide an adaptive automation platform that helps to automate 90% of the work needed to build and optimize datasets with their learning Assistants. Their platform leverages state-of-the-art active learning and focuses solely on relevant data to keep their data flywheel efficient. Hasty also offers secure data protection to ensure a safe, complete technical solution for customers. Their goal is to help customers reduce their time to deployment by 40% with model insights from the beginning to enable iterative workflows and get them to production on time and within budget.",Coral Capital Management,https://www.coparion.vc/,http://www.linkedin.com/company/cockrell-interests-llc,-,-,Marina Herry,http://www.linkedin.com/in/will-wood-225890171
Startup name: CLARK,https://www.clark.de/de,"Startup CLARK aims to solve the problem of managing and optimizing insurance policies in an easy, independent, and transparent way through their free app. With CLARK, users can manage all their policies in one place, and the app checks all the available options and costs for each policy to ensure quality and affordability. Their services also eliminate hidden fees, unclear terms and conditions, and biased insurance agents, providing a clear and transparent overview of all policy details. CLARK serves a variety of insurance types, including private health, retirement, life insurance, among others, and their expert advisers are available to assist users in finding the best options for their individual needs. The company uses Cookies and other technologies with the user's consent to personalize the app, analyze usage and offer advertising services.",Coral Capital Management,https://www.coparion.vc/,http://www.linkedin.com/company/cockrell-interests-llc,-,-,Marina Herry,http://www.linkedin.com/in/will-wood-225890171
virtualQ,https://virtualq.io,"VirtualQ is a startup that aims to improve customer service and customer retention. The company provides solutions for queue management, appointment scheduling, and AI-supported voice dialogues. These services can be integrated into existing communication channels such as websites or call centers. VirtualQ offers a Manager Dashboard that allows businesses to monitor and manage customer service performance in real-time. The company claims its solutions can improve KPIs, staff satisfaction, and reduce costs. Overall, VirtualQ helps businesses deliver better customer service experiences by reducing wait times and streamlining communication channels.",Coral Capital Management,https://www.coparion.vc/,http://www.linkedin.com/company/cockrell-interests-llc,-,-,Marina Herry,http://www.linkedin.com/in/will-wood-225890171
XENON,https://gridx.de,Startup is not applicable for this context.,Coral Capital Management,https://www.coparion.vc/,http://www.linkedin.com/company/cockrell-interests-llc,-,-,Marina Herry,http://www.linkedin.com/in/will-wood-225890171
Startup name: Shore,https://www.shore.com/de/,"Shore is a digital management solution that helps businesses in the beauty, wellness, health, coaching, fashion, and other industries manage their day-to-day operations. It offers various features such as a kartenlesegerat for payment, online scheduling, customer relationship management, employee management, email marketing, and inventory management. These features aim to help businesses save time, build stronger customer relationships, increase efficiency, and ultimately, grow their business. By providing a comprehensive management system, Shore solves the problem of businesses struggling to juggle multiple tools and platforms to manage their operations. The startup aims to streamline and simplify these processes for businesses of all sizes.",Coral Capital Management,https://www.coparion.vc/,http://www.linkedin.com/company/cockrell-interests-llc,-,-,Marina Herry,http://www.linkedin.com/in/will-wood-225890171
Startup Name: Holidu,https://www.holidu.de,"Holidu is a search engine for vacation rentals that compares offers from multiple providers and allows customers to filter their search by amenities such as pool, garden, and WiFi, helping them save up to 55% on their bookings. Holidu also offers a mobile app to make booking easy for customers. The platform specializes in renting out villas, houses, houseboats, farms, lofts, and even castles in over 35,324 cities and 201 countries worldwide, giving travelers a wider range of choices in terms of location and type of accommodation. The startup aims to provide customers with the best price available for their dream home while reducing the need for them to visit multiple booking websites. By offering a one-stop-shop for vacation rentals, Holidu seeks to simplify the booking process for travelers and help them find the perfect destination for their next trip.",Coral Capital Management,https://www.coparion.vc/,http://www.linkedin.com/company/cockrell-interests-llc,-,-,Marina Herry,http://www.linkedin.com/in/will-wood-225890171
Thing-it,https://www.thing-it.com,"Thing-it provides an operating system and platform for smart buildings and city quarters, connecting digital components to provide easy access to tenants. The platform offers a variety of modules such as desk booking, parking, locker management, catering, and more, to help optimize utilization of office spaces and maximize efficiency and comfort for teams. Thing-it's technology enables optimized, efficient, and sustainable operations for buildings, adjusting flexibly to growing and evolving requirements. The platform allows for stringent and consistent networking, providing support for the customer and user journey in the transformation from building to smart building. Thing-it is a pioneer in the digitalization of buildings, offering growth opportunities for the market in its early stage.",Coral Capital Management,https://www.coparion.vc/,http://www.linkedin.com/company/cockrell-interests-llc,-,-,Marina Herry,http://www.linkedin.com/in/will-wood-225890171
3YOURMIND,https://www.3yourmind.com/de/,"3YOURMIND aims to solve the problem of on-demand manufacturing for companies looking to create more resilient and sustainable supply chains through decentralized operations. Their software analyzes part data and calculates optimal on-demand business cases based on technical criteria, suggesting suitable materials and production methods that consider all advanced manufacturing technologies. Digital inventory empowers customers to view, order and distribute parts to internal and external suppliers with real-time pricing, reducing inventories by up to 75%, minimizing lost sales by reducing operational downtime and improving overall performance. They offer a scalable solution that can grow with business needs, serving widespread enterprises and small to medium businesses. 3YOURMIND's services are co-financed by the European Fund for Regional Development (EFRE).",Coral Capital Management,https://www.coparion.vc/,http://www.linkedin.com/company/cockrell-interests-llc,-,-,Marina Herry,http://www.linkedin.com/in/will-wood-225890171
Zizoo,https://www.zizoo.com/de/,"Zizoo is a startup that solves the problem of finding and booking the perfect boat for a personalized and stress-free vacation on the sea. They offer a wide range of options from catamarans to motorboats, and they provide a concierge service to ensure a stylish and comfortable sailing experience. They also offer recommendations for sailing routes, travel destinations, and other helpful articles on their Zizoo Segelmagazin. Their goal is to make it easy and enjoyable to rent a boat, regardless of whether the client is an experienced sailor or a beginner. They have a 24/7 customer service team available to answer any questions and address any concerns.",Coral Capital Management,https://www.coparion.vc/,http://www.linkedin.com/company/cockrell-interests-llc,-,-,Marina Herry,http://www.linkedin.com/in/will-wood-225890171
Monotype.,https://www.monotype.com/legal/privacy-policy/,"The startup is not mentioned in the given context. The context only states the privacy policy of Monotype Imaging Holdings Inc., a company that provides information, products, and services through its websites, app stores, messaging or social network platforms, and other means. The privacy policy outlines how they collect and store data through the use of cookies and how they use it.",Coral Capital Management,https://www.coparion.vc/,http://www.linkedin.com/company/cockrell-interests-llc,-,-,Marina Herry,http://www.linkedin.com/in/will-wood-225890171
Name of Startup: Building Radar GmbH,https://buildingradar.com/de/,"The startup Building Radar aims to solve the problem of outdated IT systems and lack of proactive sales in the construction industry. They offer Revenue Engineering services to empower sales teams to win more lucrative projects by identifying early construction projects worldwide through AI and providing a structured acquisition process for them. Building Radar also offers training to build sales skills. By doing so, they help construction companies to increase their revenue, profit margins, and win rates. Their goal is to help companies to adapt to the changing construction industry and succeed in a more competitive market.",Coral Capital Management,https://www.coparion.vc/,http://www.linkedin.com/company/cockrell-interests-llc,-,-,Marina Herry,http://www.linkedin.com/in/will-wood-225890171
